Fri Oct 17 11:15:34 2025    profiling\profile.bin

         8254009 function calls (8246265 primitive calls) in 19.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:2001(ZipProvider)
        6    0.000    0.000    0.000    0.000 _model_construction.py:284(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:1278(__init__)
        1    0.000    0.000    0.000    0.000 _model_construction.py:78(ModelMetaclass)
       14    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:2740(get_schema_or_ref)
       64    0.000    0.000    0.000    0.000 __init__.py:1088(_added_new)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        2    0.000    0.000    0.000    0.000 enum.py:1722(global_enum)
        1    0.000    0.000    0.000    0.000 _config.py:235(ConfigWrapperStack)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:865(ZipExtFile)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 __init__.py:1354(ResourceManager)
        6    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:143(NsResolver)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1384(_recalculate)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:1101(<genexpr>)
        8    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
       14    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        2    0.000    0.000    0.000    0.000 _local.py:406(is_absolute)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        2    0.000    0.000    0.000    0.000 _config.py:94(__init__)
       28    0.000    0.000    0.000    0.000 <string>:21(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
       30    0.000    0.000    0.000    0.000 functools.py:435(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.000    0.000 context.py:297(passes)
        4    0.000    0.000    0.000    0.000 typing.py:3414(__init__)
        4    0.000    0.000    0.000    0.000 _core_metadata.py:47(update_core_metadata)
        1    0.000    0.000    0.000    0.000 _model_construction.py:291(_collect_bases_data)
        1    0.000    0.000    0.000    0.000 __init__.py:407(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:192(_Extra)
        3    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
       20    0.000    0.000    0.000    0.000 _generate_schema.py:357(_config_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:98(BaseMetadata)
       51    0.000    0.000    0.000    0.000 dataclasses.py:351(__init__)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:411(discover)
        1    0.000    0.000    0.000    0.000 context.py:99(compose_two)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:2361(_get_wrapped_inner_schema)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 __init__.py:871(find_distributions)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1380(_get_parent_path)
        6    0.000    0.000    0.000    0.000 typing.py:2558(get_args)
        1    0.000    0.000    0.000    0.000 __init__.py:1653(NullProvider)
        4    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       55    0.000    0.000    0.000    0.000 dataclasses.py:412(<genexpr>)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       52    0.000    0.000    0.000    0.000 __init__.py:900(__init__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:412(DecoratorInfos)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        4    0.000    0.000    0.000    0.000 introspection.py:578(_unpack_annotated)
       57    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       38    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
       30    0.000    0.000    0.000    0.000 enum.py:1337(value)
       17    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 request.py:805(HTTPPasswordMgr)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        1    0.000    0.000    0.000    0.000 typing.py:1698(__repr__)
        3    0.000    0.000    0.000    0.000 getlimits.py:698(__init__)
        4    0.000    0.000    0.000    0.000 _namespace_utils.py:283(push)
       70    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 request.py:1685(URLopener)
        6    0.000    0.000    0.000    0.000 _nbit_base.py:57(__init_subclass__)
        7    0.000    0.000    0.000    0.000 fractions.py:585(_operator_fallbacks)
        1    0.000    0.000    0.000    0.000 _config.py:34(ConfigWrapper)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        6    0.000    0.000    0.000    0.000 _typing_extra.py:77(is_callable)
        1    0.000    0.000    0.000    0.000 data.py:61(BodyList)
        1    0.000    0.000    0.000    0.000 specifiers.py:44(BaseSpecifier)
        4    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       18    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        5    0.000    0.000    0.000    0.000 inspect.py:2478(_descriptor_get)
        4    0.000    0.000    0.000    0.000 core_schema.py:2412(with_default_schema)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       32    0.000    0.000    0.000    0.000 typing.py:3004(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 core_schema.py:836(str_schema)
       74    0.000    0.000    0.000    0.000 typing.py:2371(cast)
        1    0.000    0.000    0.000    0.000 _core_utils.py:112(validate_core_schema)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 more.py:2049(numeric_range)
        5    0.000    0.000    0.000    0.000 inspect.py:2145(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:326(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 sprite.py:729(LayeredUpdates)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 core_schema.py:122(SerializationInfo)
        1    0.000    0.000    0.000    0.000 _utils.py:171(ValueItems)
       68    0.000    0.000    0.000    0.000 contextlib.py:447(__enter__)
       10    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 context.py:270(raises)
        1    0.000    0.000    0.000    0.000 uuid.py:88(UUID)
        1    0.000    0.000    0.000    0.000 functional_validators.py:407(field_validator)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
       19    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
       20    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        2    0.000    0.000    0.000    0.000 core_schema.py:275(plain_serializer_function_ser_schema)
        6    0.000    0.000    0.000    0.000 _typing_extra.py:64(is_hashable)
        1    0.000    0.000    0.000    0.000 _strptime.py:134(__calc_am_pm)
       16    0.000    0.000    0.000    0.000 typing.py:3112(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 __init__.py:720(__getattr__)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        2    0.000    0.000    0.000    0.000 __init__.py:555(_)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _strptime.py:322(__calc_timezone)
        1    0.000    0.000    0.000    0.000 types.py:1751(_SecretField)
       28    0.000    0.000    0.000    0.000 _strptime.py:461(repl)
        6    0.000    0.000    0.000    0.000 _typing_extra.py:140(is_finalvar)
        1    0.000    0.000    0.000    0.000 __init__.py:1915(_register)
       18    0.000    0.000    0.000    0.000 __init__.py:3516(_always_object)
        4    0.000    0.000    0.000    0.000 fields.py:566(_collect_metadata)
        1    0.000    0.000    0.000    0.000 visualization.py:18(__init__)
       58    0.000    0.000    0.000    0.000 _local.py:298(root)
        5    0.000    0.000    0.000    0.000 __editable___project_0_0_0_finder.py:15(find_spec)
        4    0.000    0.000    0.000    0.000 inspect.py:1770(_check_instance)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002A597F94220}
        2    0.000    0.000    0.000    0.000 __init__.py:1478(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:37(FoldedCase)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        9    0.000    0.000    0.000    0.000 functools.py:995(__init__)
        1    0.000    0.000    0.000    0.000 _model_construction.py:775(default_ignored_types)
       21    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        4    0.000    0.000    0.000    0.000 core_schema.py:2477(nullable_schema)
        1    0.000    0.000    0.000    0.000 __init__.py:253(MaxLen)
        1    0.000    0.000    0.000    0.000 _config.py:310(prepare_config)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__exit__)
        4    0.000    0.000    0.000    0.000 core_schema.py:2972(model_field)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2869(_FieldNameStack)
        1    0.000    0.000    0.000    0.000 __init__.py:870(MetadataPathFinder)
       38    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:443(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(find_cookie)
        3    0.000    0.000    0.000    0.000 core_schema.py:4316(__getattr__)
        1    0.000    0.000    0.000    0.000 sprite.py:1062(LayeredDirty)
        9    0.000    0.000    0.000    0.000 dataclasses.py:328(__set_name__)
       74    0.000    0.000    0.000    0.000 inspect.py:2807(name)
       21    0.000    0.000    0.000    0.000 _schema_gather.py:63(traverse_metadata)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
        1    0.000    0.000    0.000    0.000 _typing_extra.py:210(parent_frame_namespace)
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
       58    0.000    0.000    0.000    0.000 _local.py:307(_tail)
       21    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        2    0.000    0.000    0.000    0.000 _generate_schema.py:626(_arbitrary_type_schema)
        3    0.000    0.000    0.000    0.000 __init__.py:691(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _decorators.py:815(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:1405(is_typeddict)
       12    0.000    0.000    0.000    0.000 <string>:2(is_typealiastype)
       12    0.000    0.000    0.000    0.000 _generate_schema.py:217(filter_field_decorator_info_by_field)
        2    0.000    0.000    0.000    0.000 functional_validators.py:148(_from_decorator)
        2    0.000    0.000    0.000    0.000 _decorators.py:307(mro)
        1    0.000    0.000    0.000    0.000 _utils.py:311(LazyClassAttribute)
        6    0.000    0.000    0.000    0.000 __init__.py:532(_nonblank)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1363(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:866(__bool__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2225(IPv6Interface)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        2    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 sprite.py:99(Sprite)
        1    0.000    0.000    0.000    0.000 context.py:206(ExceptionTrap)
       10    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2888(_ModelTypeStack)
        1    0.000    0.000    0.000    0.000 types.py:1919(PaymentCardNumber)
        1    0.000    0.000    0.000    0.000 plistlib.py:177(_PlistParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:1847(LoggerAdapter)
       54    0.000    0.000    0.000    0.000 enum.py:248(__init__)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 types.py:1873(SecretBytes)
        1    0.000    0.000    0.000    0.000 visualization.py:17(Visualization)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:328(Integral)
        4    0.000    0.000    0.000    0.000 _decorators.py:718(unwrap_wrapped_function)
        1    0.000    0.000    0.000    0.000 _model_construction.py:316(__pydantic_fields_complete__)
        1    0.000    0.000    0.000    0.000 _internal.py:211(dummy_ctype)
       30    0.000    0.000    0.000    0.000 cursors.py:90(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.000    0.000    0.000    0.000 __init__.py:1111(StreamHandler)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 traceback.py:428(StackSummary)
       14    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 types.py:1806(SecretStr)
        4    0.000    0.000    0.000    0.000 __init__.py:163(__getattr__)
        1    0.000    0.000    0.000    0.000 getlimits.py:385(finfo)
        1    0.000    0.000    0.000    0.000 types.py:913(ImportString)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:434(Stripper)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:223(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:363(AbstractGroup)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 version.py:35(SoftwareVersion)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        2    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       36    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        5    0.000    0.000    0.000    0.000 typing.py:1973(_caller)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 _strptime.py:147(__calc_alt_digits)
        8    0.000    0.000    0.000    0.000 _generate_schema.py:2875(push)
        1    0.000    0.000    0.000    0.000 __init__.py:3457(Requirement)
        1    0.000    0.000    0.000    0.000 plistlib.py:289(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 header.py:417(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
        1    0.000    0.000    0.000    0.000 tempfile.py:865(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 __init__.py:1986(__del__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:473(__new__)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        4    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1929(EmptyProvider)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:64(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 specifiers.py:690(SpecifierSet)
        1    0.000    0.000    0.000    0.000 __init__.py:1463(Logger)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:3701(__setattr__)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:573(abspath)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        2    0.000    0.000    0.000    0.000 core_schema.py:1976(no_info_before_validator_function)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1430(IPv4Interface)
       25    0.000    0.000    0.000    0.000 <string>:2(is_annotated)
        1    0.000    0.000    0.000    0.000 __init__.py:886(_search_paths)
        1    0.000    0.000    0.000    0.000 tags.py:42(Tag)
        1    0.000    0.000    0.000    0.000 __init__.py:308(VersionConflict)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 core_schema.py:166(ValidationInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:320(get_default_scheme)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        1    0.000    0.000    0.000    0.000 records.py:197(record)
       12    0.000    0.000    0.000    0.000 _generate_schema.py:963(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _schema_gather.py:35(GatherContext)
        1    0.000    0.000    0.000    0.000 types.py:1285(PathType)
        1    0.000    0.000    0.000    0.000 __init__.py:358(Not)
        7    0.000    0.000    0.000    0.000 types.py:1179(__hash__)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 fields.py:52(_FromFieldInfoInputs)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:66(LazyLocalNamespace)
        2    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        4    0.000    0.000    0.000    0.000 enum.py:795(__iter__)
       42    0.000    0.000    0.000    0.000 inspect.py:2819(kind)
        1    0.000    0.000    0.000    0.000 _model_construction.py:648(set_deprecated_descriptors)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        8    0.000    0.000    0.000    0.000 _fields.py:498(is_valid_privateattr_name)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:355(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
       22    0.000    0.000    0.000    0.000 <frozen codecs>:263(__init__)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:589(get_platform)
        1    0.000    0.000    0.000    0.000 _common.py:132(_TZifHeader)
       11    0.000    0.000    0.000    0.000 __init__.py:2638(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 __init__.py:821(Prepared)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1370(_find_parent_path_names)
        8    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:11(DocstringVisitor)
        1    0.000    0.000    0.000    0.000 _parser.py:1013(addgroup)
        3    0.000    0.000    0.000    0.000 inspect.py:1438(repl)
        1    0.000    0.000    0.000    0.000 _config.py:360(check_deprecated)
        4    0.000    0.000    0.000    0.000 introspection.py:62(is_union_origin)
        1    0.000    0.000    0.000    0.000 subprocess.py:132(CalledProcessError)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        3    0.000    0.000    0.000    0.000 _parser.py:1005(addliteral)
        9    0.000    0.000    0.000    0.000 typing.py:2754(final)
        4    0.000    0.000    0.000    0.000 _generate_schema.py:1330(_apply_field_title_generator_to_field_info)
        2    0.000    0.000    0.000    0.000 core_schema.py:1332(is_instance_schema)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1836(__init__)
        1    0.000    0.000    0.000    0.000 more.py:2880(run_length)
        1    0.000    0.000    0.000    0.000 warnings.py:425(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        1    0.000    0.000    0.000    0.000 config.py:36(ConfigDict)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:550(__init__)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2293(vectorize)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 tarfile.py:330(_Stream)
        1    0.000    0.000    0.000    0.000 platform.py:865(_Processor)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 json_schema.py:135(_DefinitionsRemapping)
        1    0.000    0.000    0.000    0.000 __init__.py:1210(_ZipWriteFile)
        2    0.000    0.000    0.000    0.000 version.py:42(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1894(DefaultProvider)
        1    0.000    0.000    0.000    0.000 plistlib.py:644(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 tarfile.py:605(_FileInFile)
        1    0.000    0.000    0.000    0.000 _decorators.py:356(get_attribute_from_bases)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 sprite.py:262(DirtySprite)
        1    0.000    0.000    0.000    0.000 readers.py:137(NamespaceReader)
       26    0.000    0.000    0.000    0.000 _strptime.py:45(_fixmonths)
       20    0.000    0.000    0.000    0.000 _config.py:241(tail)
       14    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        2    0.000    0.000    0.000    0.000 core_schema.py:493(any_schema)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.000    0.000 selectors.py:210(_BaseSelectorImpl)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:132(MultiHostHost)
        1    0.000    0.000    0.000    0.000 windows.py:252(_pick_get_win_folder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        2    0.000    0.000    0.000    0.000 _mock_val_ser.py:91(__getattr__)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 types.py:1442(Json)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:282(Throttler)
        1    0.000    0.000    0.000    0.000 readers.py:22(FileReader)
        4    0.000    0.000    0.000    0.000 enum.py:1312(__hash__)
        5    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 functional_validators.py:88(BeforeValidator)
        1    0.000    0.000    0.000    0.000 functional_validators.py:27(AfterValidator)
        1    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:269(Condition)
       18    0.000    0.000    0.000    0.000 <string>:7(__eq__)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        7    0.000    0.000    0.000    0.000 getlimits.py:161(_register_type)
        1    0.000    0.000    0.000    0.000 _discriminated_union.py:73(_ApplyInferredDiscriminator)
        5    0.000    0.000    0.000    0.000 types.py:139(__hash__)
        1    0.000    0.000    0.000    0.000 sprite.py:1400(GroupSingle)
        1    0.000    0.000    0.000    0.000 subprocess.py:169(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 more.py:3665(callback_iter)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:267(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _decorators.py:216(Decorator)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 threading.py:398(notify)
       16    0.000    0.000    0.000    0.000 fields.py:234(<genexpr>)
